File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.03111111111111111,0.0044444444444444444,0.022222222222222223,0,3081,15408,21572,0,1,667.142501115799,164.96893000602722,0.8706680450206961,21241,15240,3077,3.06,0.44,2.2,38956,5.62
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.0,0.035555555555555556,0.008888888888888889,0,24654,6163,0,0,1,667.142501115799,167.9173710346222,0.8706680450206961,0,6132,24220,0.0,3.49,0.88,30140,4.35
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.008888888888888889,0.04,0.026666666666666665,0,27736,18490,6163,0,1,667.142501115799,170.48447442054749,0.8706680450206961,6132,18248,27196,0.88,3.92,2.63,50473,7.28
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.0,0.04,0.022222222222222223,0,27736,15408,0,0,0,667.142501115799,167.31956362724304,0.8706680450206961,0,15236,27220,0.0,3.93,2.2,41847,6.04
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.0044444444444444444,0.013333333333333332,0.035555555555555556,0,9245,24654,3081,0,1,667.142501115799,167.30287075042725,0.8706680450206961,3073,24224,9187,0.44,1.32,3.49,35995,5.19
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.026666666666666665,0.0044444444444444444,0.022222222222222223,0,3081,15408,18490,0,1,667.142501115799,168.42416715621948,0.8706680450206961,18241,15234,3080,2.63,0.44,2.2,36017,5.19
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.013333333333333332,0.008888888888888889,0.017777777777777778,0,6163,12327,9245,0,1,667.142501115799,168.80961418151855,0.8706680450206961,9188,12217,6142,1.33,0.89,1.76,27205,3.92
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.0,0.013333333333333332,0.022222222222222223,0,9245,15408,0,0,1,667.142501115799,169.92300701141357,0.8706680450206961,0,15238,9170,0.0,1.32,2.2,24184,3.49
9.5,622592,0.025,0.001,0.1,11.37,2,0.0,39779000,693405,684852,0.0,423,79558,1,1,0.04,0.026666666666666665,0.0,0,18490,0,27736,0,0,667.142501115799,174.9660928249359,0.8706680450206961,27202,0,18268,3.92,2.63,0.0,44762,6.46
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0,0,0,0,0,0,0,0,1,747.2449193000793,187.5067687034607,0.8712569203196289,0,0,0,0.0,0.0,0.0,0,0.0
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.04,0.008888888888888889,0.0044444444444444444,0,6807,3403,30635,0,1,747.2449193000793,186.74689984321594,0.8712569203196289,30043,3395,6772,3.92,0.88,0.44,39801,5.2
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.035555555555555556,0.022222222222222223,0.04,0,17019,30635,27231,0,0,747.2449193000793,190.601003408432,0.8712569203196289,26738,30033,16819,3.49,2.2,3.92,71296,9.31
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.008888888888888889,0.008888888888888889,0.035555555555555556,0,6807,27231,6807,0,1,747.2449193000793,186.7886824607849,0.8712569203196289,6777,26775,6776,0.88,0.88,3.5,39832,5.2
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.04,0.0,0.0,0,0,0,30635,0,0,747.2449193000793,186.66427779197693,0.8712569203196289,30028,0,0,3.92,0.0,0.0,30028,3.92
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.0044444444444444444,0.017777777777777778,0.03111111111111111,0,13615,23827,3403,0,0,747.2449193000793,187.38616061210632,0.8712569203196289,3399,23457,13498,0.44,1.76,3.06,39772,5.19
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.04,0.022222222222222223,0.022222222222222223,0,17019,17019,30635,0,1,747.2449193000793,186.7578523159027,0.8712569203196289,30057,16839,16838,3.92,2.2,2.2,62031,8.1
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.0,0.022222222222222223,0.035555555555555556,0,17019,27231,0,0,0,747.2449193000793,192.1758677959442,0.8712569203196289,0,26753,16831,0.0,2.2,3.49,43016,5.62
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.022222222222222223,0.008888888888888889,0.022222222222222223,0,6807,17019,17019,0,0,747.2449193000793,188.4564332962036,0.8712569203196289,16818,16818,6778,2.2,0.88,2.2,39769,5.19
10.5,688128,0.025,0.001,0.1,11.3,2,0.0,44096500,765877,756941,0.0,444,88193,1,1,0.026666666666666665,0.013333333333333332,0.035555555555555556,0,10211,27231,20423,0,0,747.2449193000793,190.18275356292725,0.8712569203196289,20122,26718,10149,2.63,1.33,3.49,55625,7.26
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0,0,0,0,0,0,0,0,1,816.935498714447,203.08986115455627,0.8723464637904161,0,0,0,0.0,0.0,0.0,0,0.0
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.022222222222222223,0.008888888888888889,0.035555555555555556,0,7446,29787,18617,0,0,816.935498714447,203.16668725013733,0.8723464637904161,18412,29298,7407,2.2,0.88,3.5,54035,6.45
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.022222222222222223,0.008888888888888889,0.017777777777777778,0,7446,14893,18617,0,1,816.935498714447,204.51079845428467,0.8723464637904161,18439,14758,7419,2.2,0.89,1.76,40001,4.77
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.026666666666666665,0.008888888888888889,0.035555555555555556,0,7446,29787,22340,0,1,816.935498714447,205.9592216014862,0.8723464637904161,22033,29217,7415,2.63,0.89,3.49,57408,6.85
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.035555555555555556,0.008888888888888889,0.0,0,7446,0,29787,0,0,816.935498714447,203.53034496307373,0.8723464637904161,29245,0,7414,3.49,0.88,0.0,36391,4.34
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.035555555555555556,0.03111111111111111,0.035555555555555556,0,26063,29787,29787,0,1,816.935498714447,204.8393235206604,0.8723464637904161,29260,29296,25663,3.49,3.06,3.5,81396,9.72
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.008888888888888889,0.0044444444444444444,0.017777777777777778,0,3723,14893,7446,0,0,816.935498714447,198.75374913215637,0.8723464637904161,7411,14744,3715,0.88,0.44,1.76,25638,3.06
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.0,0.035555555555555556,0.017777777777777778,0,29787,14893,0,0,0,816.935498714447,203.79270672798157,0.8723464637904161,0,14731,29293,0.0,3.5,1.76,43500,5.19
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.022222222222222223,0.022222222222222223,0.017777777777777778,0,18617,14893,18617,0,0,816.935498714447,207.89351606369019,0.8723464637904161,18398,14752,18395,2.2,2.2,1.76,50519,6.03
11.5,753664,0.025,0.001,0.1,11.16,2,0.0,48144500,837770,829031,0.0,494,96289,1,1,0.0044444444444444444,0.03111111111111111,0.0044444444444444444,0,26063,3723,3723,0,1,816.935498714447,204.75241661071777,0.8723464637904161,3716,3716,25686,0.44,3.07,0.44,32872,3.92
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0,0,0,0,0,0,0,0,1,894.9744298458099,225.72904706001282,0.8725568514672205,0,0,0,0.0,0.0,0.0,0,0.0
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.0,0.035555555555555556,0.008888888888888889,0,32369,8092,0,0,1,894.9744298458099,224.77333688735962,0.8725568514672205,0,8043,31754,0.0,3.49,0.88,39514,4.34
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.017777777777777778,0.04,0.0,0,36415,0,16184,0,1,894.9744298458099,222.35441160202026,0.8725568514672205,16046,0,35677,1.76,3.92,0.0,51077,5.61
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.026666666666666665,0.0044444444444444444,0.008888888888888889,0,4046,8092,24277,0,0,894.9744298458099,221.00536370277405,0.8725568514672205,23947,8054,4038,2.63,0.44,0.88,35687,3.92
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.0044444444444444444,0.04,0.035555555555555556,0,36415,32369,4046,0,0,894.9744298458099,226.16388845443726,0.8725568514672205,4039,31810,35661,0.44,3.92,3.49,69950,7.68
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.026666666666666665,0.026666666666666665,0.04,0,24277,36415,24277,0,0,894.9744298458099,227.84778332710266,0.8725568514672205,23986,35703,23979,2.63,2.63,3.92,81167,8.92
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.017777777777777778,0.0044444444444444444,0.017777777777777778,0,4046,16184,16184,0,0,894.9744298458099,216.00265765190125,0.8725568514672205,16048,16030,4042,1.76,0.44,1.76,35680,3.92
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.013333333333333332,0.022222222222222223,0.0,0,20231,0,12138,0,1,894.9744298458099,218.22219276428223,0.8725568514672205,12066,0,19988,1.33,2.2,0.0,31796,3.49
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.03111111111111111,0.013333333333333332,0.022222222222222223,0,12138,20231,28323,0,1,894.9744298458099,218.6893446445465,0.8725568514672205,27869,19998,12052,3.06,1.32,2.2,58622,6.44
12.5,819200,0.025,0.001,0.1,11.13,2,0.0,52416500,910400,901121,0.0,488,104833,1,1,0.0044444444444444444,0.022222222222222223,0.0044444444444444444,0,20231,4046,4046,0,1,894.9744298458099,218.2385938167572,0.8725568514672205,4035,4038,20025,0.44,2.2,0.44,27887,3.06
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0,0,0,0,0,0,0,0,1,950.0727760791779,243.91360926628113,0.8725009464929835,0,0,0,0.0,0.0,0.0,0,0.0
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.035555555555555556,0.013333333333333332,0.0,0,13110,0,34961,0,1,950.0727760791779,246.70353841781616,0.8725009464929835,34432,0,13028,3.5,1.32,0.0,47058,4.79
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.022222222222222223,0.03111111111111111,0.026666666666666665,0,30591,26221,21850,0,0,950.0727760791779,245.75757026672363,0.8725009464929835,21635,25889,30121,2.2,3.06,2.63,75601,7.69
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.04,0.0,0.0,0,0,0,39331,0,0,950.0727760791779,242.8823356628418,0.8725009464929835,38492,0,0,3.91,0.0,0.0,38492,3.91
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.0044444444444444444,0.035555555555555556,0.013333333333333332,0,34961,13110,4370,0,0,950.0727760791779,245.03979873657227,0.8725009464929835,4364,13033,34349,0.44,3.49,1.33,51084,5.2
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.008888888888888889,0.03111111111111111,0.035555555555555556,0,30591,34961,8740,0,1,950.0727760791779,247.08259344100952,0.8725009464929835,8703,34372,30119,0.89,3.06,3.5,71575,7.28
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.03111111111111111,0.017777777777777778,0.035555555555555556,0,17480,34961,30591,0,0,950.0727760791779,242.0303041934967,0.8725009464929835,30143,34349,17348,3.07,1.76,3.49,79624,8.1
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.035555555555555556,0.0044444444444444444,0.035555555555555556,0,4370,34961,34961,0,0,950.0727760791779,244.8262050151825,0.8725009464929835,34333,34387,4358,3.49,0.44,3.5,71571,7.28
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.03111111111111111,0.017777777777777778,0.0,0,17480,0,30591,0,1,950.0727760791779,243.20605325698853,0.8725009464929835,30111,0,17324,3.06,1.76,0.0,46901,4.77
13.5,884736,0.025,0.001,0.1,11.14,2,0.0,56351000,983295,973210,0.0,519,112702,1,1,0.026666666666666665,0.008888888888888889,0.013333333333333332,0,8740,13110,26221,0,1,950.0727760791779,240.99694800376892,0.8725009464929835,25890,13019,8707,2.63,0.89,1.32,46939,4.77
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0,0,0,0,0,0,0,0,1,1025.3262400627136,258.6283118724823,0.8725204986496445,0,0,0,0.0,0.0,0.0,0,0.0
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.013333333333333332,0.022222222222222223,0.03111111111111111,0,23469,32856,14081,0,0,1025.3262400627136,261.353084564209,0.8725204986496445,13983,32362,23249,1.32,2.2,3.06,68187,6.46
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.0,0.013333333333333332,0.03111111111111111,0,14081,32856,0,0,1,1025.3262400627136,262.4586501121521,0.8725204986496445,0,32365,13983,0.0,1.32,3.06,45928,4.35
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.03111111111111111,0.0044444444444444444,0.008888888888888889,0,4693,9387,32856,0,1,1025.3262400627136,265.6025002002716,0.8725204986496445,32340,9346,4683,3.06,0.44,0.88,45894,4.35
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.017777777777777778,0.0,0.008888888888888889,0,0,9387,18775,0,0,1025.3262400627136,259.0677661895752,0.8725204986496445,18627,9358,0,1.76,0.0,0.89,27828,2.63
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.03111111111111111,0.022222222222222223,0.035555555555555556,0,23469,37550,32856,0,0,1025.3262400627136,267.0304207801819,0.8725204986496445,32331,36875,23233,3.06,2.2,3.49,89875,8.51
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.008888888888888889,0.04,0.013333333333333332,0,42244,14081,9387,0,1,1025.3262400627136,261.78183817863464,0.8725204986496445,9336,13992,41401,0.88,3.92,1.32,63647,6.03
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.017777777777777778,0.0044444444444444444,0.008888888888888889,0,4693,9387,18775,0,0,1025.3262400627136,263.4635534286499,0.8725204986496445,18617,9337,4682,1.76,0.44,0.88,32347,3.06
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.008888888888888889,0.008888888888888889,0.026666666666666665,0,9387,28162,9387,0,0,1025.3262400627136,263.31339931488037,0.8725204986496445,9341,27801,9348,0.88,0.89,2.63,45947,4.35
14.5,950272,0.025,0.001,0.1,11.14,2,0.0,60464500,1056108,1045300,0.0,556,120929,1,1,0.008888888888888889,0.017777777777777778,0.017777777777777778,0,18775,18775,9387,0,0,1025.3262400627136,263.42355966567993,0.8725204986496445,9344,18615,18614,0.88,1.76,1.76,45935,4.35
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0,0,0,0,0,0,0,0,1,1089.8243143558502,283.36804699897766,0.8734427541132213,0,0,0,0.0,0.0,0.0,0,0.0
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.017777777777777778,0.035555555555555556,0.026666666666666665,0,40097,30073,20048,0,1,1089.8243143558502,288.82076478004456,0.8734427541132213,19862,29665,39403,1.76,3.49,2.63,86715,7.69
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.017777777777777778,0.017777777777777778,0.008888888888888889,0,20048,10024,20048,0,1,1089.8243143558502,282.9591553211212,0.8734427541132213,19872,9979,19867,1.76,1.76,0.88,48970,4.34
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.026666666666666665,0.03111111111111111,0.0,0,35085,0,30073,0,1,1089.8243143558502,283.98090052604675,0.8734427541132213,29707,0,34558,2.63,3.06,0.0,63348,5.62
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.04,0.022222222222222223,0.03111111111111111,0,25061,35085,45110,0,1,1089.8243143558502,284.7449312210083,0.8734427541132213,44239,34545,24777,3.92,2.2,3.06,100549,8.92
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.008888888888888889,0.022222222222222223,0.0,0,25061,0,10024,0,0,1089.8243143558502,277.56846141815186,0.8734427541132213,9973,0,24766,0.88,2.2,0.0,34526,3.06
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.0044444444444444444,0.0,0.013333333333333332,0,0,15036,5012,0,0,1089.8243143558502,282.21567487716675,0.8734427541132213,5001,14940,0,0.44,0.0,1.32,19873,1.76
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.022222222222222223,0.008888888888888889,0.035555555555555556,0,10024,40097,25061,0,1,1089.8243143558502,288.64902782440186,0.8734427541132213,24804,39423,9980,2.2,0.88,3.5,72774,6.45
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.03111111111111111,0.03111111111111111,0.008888888888888889,0,35085,10024,35085,0,1,1089.8243143558502,293.7663576602936,0.8734427541132213,34549,9989,34566,3.06,3.07,0.89,77428,6.87
15.5,1015808,0.025,0.001,0.1,11.02,2,0.0,64434500,1127751,1117389,0.0,560,128869,1,1,0.0,0.017777777777777778,0.035555555555555556,0,20048,40097,0,0,1,1089.8243143558502,293.3434498310089,0.8734427541132213,0,39399,19854,0.0,1.76,3.49,58564,5.19
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0,0,0,0,0,0,0,0,1,1216.1245472431183,313.4525408744812,0.8732151809343933,0,0,0,0.0,0.0,0.0,0,0.0
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.04,0.03111111111111111,0.026666666666666665,0,37358,32021,48032,0,1,1216.1245472431183,315.48671317100525,0.8732151809343933,47037,31588,36795,3.92,3.06,2.63,111818,9.31
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,-1,0,0.03111111111111111,0.035555555555555556,0.04,0,42695,48032,37358,0,0,1216.1245472431183,236.8528757095337,0.8732151809343933,36777,47060,41931,3.06,3.49,3.92,121409,10.11
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.017777777777777778,0.013333333333333332,0.0044444444444444444,0,16010,5336,21347,0,0,1216.1245472431183,309.9538006782532,0.8732151809343933,21147,5326,15910,1.76,1.32,0.44,41928,3.49
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.022222222222222223,0.03111111111111111,0.013333333333333332,0,37358,16010,26684,0,0,1216.1245472431183,315.18357038497925,0.8732151809343933,26400,15927,36762,2.2,3.06,1.33,77472,6.45
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.017777777777777778,0.03111111111111111,0.03111111111111111,0,37358,37358,21347,0,0,1216.1245472431183,306.68550515174866,0.8732151809343933,21169,36766,36808,1.76,3.07,3.06,92420,7.7
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.0044444444444444444,0.008888888888888889,0.04,0,10673,48032,5336,0,1,1216.1245472431183,302.73605036735535,0.8732151809343933,5320,47037,10634,0.44,0.89,3.92,62317,5.19
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.0,0.017777777777777778,0.0,0,21347,0,0,0,0,1216.1245472431183,302.0728588104248,0.8732151809343933,0,0,21173,0.0,1.76,0.0,21173,1.76
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.013333333333333332,0.013333333333333332,0.0,0,16010,0,16010,0,0,1216.1245472431183,302.1061165332794,0.8732151809343933,15899,0,15903,1.32,1.32,0.0,31587,2.63
16.5,1081344,0.025,0.001,0.1,11.05,2,0.0,69205500,1200822,1189479,0.0,572,138411,1,1,0.0044444444444444444,0.008888888888888889,0.022222222222222223,0,10673,26684,5336,0,1,1216.1245472431183,306.1024878025055,0.8732151809343933,5320,26421,10623,0.44,0.88,2.2,41991,3.5
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0,0,0,0,0,0,0,0,1,1257.2377905845642,311.8979790210724,0.8735355490287422,0,0,0,0.0,0.0,0.0,0,0.0
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.017777777777777778,0.013333333333333332,0.03111111111111111,0,16975,39608,22633,0,1,1257.2377905845642,316.483624458313,0.8735355490287422,22422,39010,16851,1.76,1.32,3.06,76783,6.03
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.017777777777777778,0.03111111111111111,0.0044444444444444444,0,39608,5658,22633,0,0,1257.2377905845642,319.67018485069275,0.8735355490287422,22465,5645,39004,1.76,3.06,0.44,66163,5.2
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.008888888888888889,0.0044444444444444444,0.04,0,5658,50925,11316,0,0,1257.2377905845642,311.703307390213,0.8735355490287422,11273,49901,5648,0.89,0.44,3.92,66135,5.19
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.04,0.035555555555555556,0.0044444444444444444,0,45266,5658,50925,0,1,1257.2377905845642,319.96893334388733,0.8735355490287422,49889,5648,44479,3.92,3.49,0.44,97799,7.68
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.035555555555555556,0.026666666666666665,0.0,0,33950,0,45266,0,0,1257.2377905845642,322.93792152404785,0.8735355490287422,44504,0,33460,3.5,2.63,0.0,76834,6.04
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.013333333333333332,0.022222222222222223,0.026666666666666665,0,28291,33950,16975,0,0,1257.2377905845642,323.1836862564087,0.8735355490287422,16858,33504,27970,1.32,2.2,2.63,76791,6.03
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.0,0.026666666666666665,0.0044444444444444444,0,33950,5658,0,0,0,1257.2377905845642,318.7188763618469,0.8735355490287422,0,5643,33476,0.0,2.63,0.44,38970,3.06
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.022222222222222223,0.008888888888888889,0.013333333333333332,0,11316,16975,28291,0,1,1257.2377905845642,323.61863136291504,0.8735355490287422,27971,16876,11258,2.2,0.88,1.33,55359,4.35
17.5,1146880,0.025,0.001,0.1,11.01,2,0.0,72953000,1273132,1261568,0.0,588,145906,1,1,0.0044444444444444444,0.008888888888888889,0.008888888888888889,0,11316,11316,5658,0,0,1257.2377905845642,316.40304136276245,0.8735355490287422,5650,11263,11275,0.44,0.89,0.88,28003,2.2
18.5,1212416,0.025,0.001,0.1,10.95,2,0.0,77166500,1345170,1333658,0.0,614,154333,1,1,0,0,0,0,0,0,0,0,1,1289.075856924057,335.15047311782837,0.873998172135954,0,0,0,0.0,0.0,0.0,0,0.0
18.5,1212416,0.025,0.001,0.1,10.95,2,0.0,77166500,1345170,1333658,0.0,614,154333,1,1,0.013333333333333332,0.0044444444444444444,0.0044444444444444444,0,5978,5978,17935,0,1,1289.075856924057,348.5140612125397,0.873998172135954,17834,5965,5963,1.33,0.44,0.44,29572,2.2
18.5,1212416,0.025,0.001,0.1,10.95,2,0.0,77166500,1345170,1333658,0.0,614,154333,1,1,0.026666666666666665,0.026666666666666665,0.008888888888888889,0,35871,11957,35871,0,0,1289.075856924057,349.478581905365,0.873998172135954,35380,11910,35427,2.63,2.63,0.89,81162,6.03
